player,loc,unit_id,unit_type,action,unit_name,prev_loc,passing_through
chris,B5,5,neurothrope,defend,Violent Commander,B5,FALSE
chris,B5,15,ripper_swarms,reinforce,Peter Dickinson,B5,FALSE
big_grizz,B6,9,infiltrators,move,Nolan Barrett,C1,FALSE
chris,C1,12,hormagaunts,move,Maya Guerra,B6,FALSE
chris,C1,18,venomthropes,move,Tyler Huang,B6,FALSE
big_grizz,C4,7,tactical_squad,move,William Lee,C2,FALSE
chris,D1,6,tyranid_warriors,move,Izabella Wade,B1,FALSE
chris,D2,7,tyranid_warriors,move,Piper Molina,B1,FALSE
chris,D4,1,flying_hive_tryant,defend,"The Chef, Man",D4,FALSE
chris,D4,8,tyranid_warriors,move,Nora Harvey,D2,FALSE
chris,D4,21,gargoyles,move,Unlucky Wizard,D2,FALSE
chris,D4,23,biovores,move,Chase Smith,D2,FALSE
chris,E2,2,flying_hive_tryant,defend,Andy Serkis,E2,FALSE
chris,E2,3,broodlord,defend,Rob Cavallo,E2,FALSE
chris,E2,4,broodlord,defend,Narada Michael Walden,E2,FALSE
chris,E2,9,genestealers,defend,Jaxson Hunter,E2,FALSE
chris,E2,10,genestealers,defend,Eli Washington,E2,FALSE
chris,E2,11,termagants,defend,Kinsley Ellis,E2,FALSE
chris,E2,13,ripper_swarms,defend,Nick Bostrom,E2,FALSE
chris,E2,14,ripper_swarms,defend,Natalia Graham,E2,FALSE
chris,E2,16,hive_guard,defend,Delilah Daniels,E2,FALSE
chris,E2,19,raveners,defend,Drew Conway,E2,FALSE
chris,E2,20,gargoyles,defend,Frank Sinatra,E2,FALSE
chris,E2,22,exocrine,defend,Brandon Williamson,E2,FALSE
chris,E2,24,biovores,defend,Luna Wells,E2,FALSE
chris,E2,25,tyrannocyte,defend,Richard Bach,E2,FALSE
eric,E5,1,trazyn_the_infinite,move,Valerie Pacheco,F3,FALSE
eric,E5,2,illuminor_szeras,move,Silas Fowler,F3,FALSE
eric,E5,3,technomancer,move,Mario Bunge,F3,FALSE
eric,E5,4,lychgaurd,move,Jayce Scott,F3,FALSE
eric,E5,5,skorpekh_destroyers,move,Paisley Dunn,F3,FALSE
eric,E5,6,canoptek_plasmacyte,move,Crazy Wanderer,F3,FALSE
eric,E5,7,immortals,move,Max Brooks,F3,FALSE
eric,E5,8,canoptek_spyders,move,Thunderous Killah,F3,FALSE
eric,E5,10,cryptothralls,move,Parker Ruiz,F3,FALSE
eric,E5,11,cryptothralls,move,Eden Wolf,F3,FALSE
eric,E5,12,canoptek_scarab_swarms,move,The Magician,F3,FALSE
eric,E5,13,canoptek_wraiths,move,Paul Bettany,F3,FALSE
big_grizz,E7,14,redemptor_dreadnought,move,Lila Wang,F4,FALSE
eric,E7,28,canoptek_scarab_swarms,move,Jack Lemmon,E5,FALSE
big_grizz,F1,26,trap,sneak,U Walter Afanasieff,NA,FALSE
big_grizz,F1,27,trap,sneak,Respected Dirk Sobotka,NA,FALSE
big_grizz,F2,1,ravenwing_talonmaster,move,Mighty Contender,F1,FALSE
big_grizz,F2,4,phobos_librarian,move,"Marina A. Ledin, Victor Ledin",F1,FALSE
big_grizz,F2,8,tactical_squad,move,Steven Francis,F1,FALSE
big_grizz,F2,10,ravenwing_bike_squad,move,Frank Welker,F1,FALSE
big_grizz,F2,11,ravenwing_attack_bike,move,Jon Favreau,F1,FALSE
big_grizz,F2,12,ravenwing_attack_bike,move,Robert Downey,F1,FALSE
big_grizz,F2,15,invictor_tactical_warsuit,move,Larry Butler,F1,FALSE
big_grizz,F2,16,ravenwing_apothecary,move,Don Cheadle,F1,FALSE
big_grizz,F2,19,vindicare_assassin,move,Adam Abeshouse,F1,FALSE
big_grizz,F2,20,eliminators,move,T Bone Burnett,F1,FALSE
big_grizz,F2,21,eradicators,move,Nova Morgan,F1,FALSE
big_grizz,F2,23,rhino,move,Bob Bergen,F1,FALSE
eric,F2,27,canoptek_scarab_swarms,defend,Tha Swami,F2,FALSE
eric,F3,20,canoptek_scarab_swarms,move,Ghostface Warrior,H2,FALSE
big_grizz,F4,28,trap,sneak,Amateur Judith Sherman,NA,FALSE
big_grizz,F8,2,deathwing_captain,move,Madan Gupta,H1,FALSE
eric,G3,19,immortals,move,Caden Ward,G4,FALSE
big_grizz,G8,5,tactical_squad,move,Nicholas Mullins,F8,FALSE
big_grizz,G8,17,deathwing_terminators,move,John Pratt,H4,FALSE
big_grizz,H5,24,trap,sneak,X-cessive Blanton Alspaugh,NA,FALSE
big_grizz,H5,25,trap,sneak,Annoyin’ Mark Ronson,NA,FALSE
eric,H5,14,deathmarks,move,Adam Stern,H2,FALSE
eric,H5,17,royal_warden,move,Addison Watson,H2,FALSE
eric,H5,18,necron_warriors,move,Carlos Guzman,H2,FALSE
eric,H5,22,night_scythe,move,Hussain Zaidi Andrews,H2,FALSE
eric,H5,23,overlord,move,Landon Adkins,H2,FALSE
eric,H5,24,royal_warden,move,Cameron Mills,H2,FALSE
eric,H5,26,necron_warriors,move,Sydney Gibson,H2,FALSE
eric,H6,21,canoptek_scarab_swarms,move,Gentlemen Mastermind,G5,FALSE
big_grizz,I4,3,techmarine,move,Joshua Shelton,I5,FALSE
big_grizz,I4,6,tactical_squad,move,Isabelle Stevenson,I5,FALSE
big_grizz,I4,13,dreadnought,move,Nevaeh Fletcher,I5,FALSE
big_grizz,I4,18,deathwing_knights,move,Morris West,I5,FALSE
big_grizz,I4,22,storm_raven,move,Spencer Tracy,I5,FALSE
eric,I4,25,immortals,control,Ayden Powell,I4,FALSE
eric,I4,15,night_scythe,defend,Richard Burton Sullivan,I4,FALSE
eric,I4,16,overlord,defend,Jesse Kim,I4,FALSE
big_grizz,I5,3,techmarine,move,Joshua Shelton,H5S,TRUE
big_grizz,I5,13,dreadnought,move,Nevaeh Fletcher,H5S,TRUE
big_grizz,I5,18,deathwing_knights,move,Morris West,H5S,TRUE
big_grizz,I5,22,storm_raven,move,Spencer Tracy,H5S,TRUE
chris,NA,17,maleceptor,NA,Colton Hart,E2,FALSE
eric,NA,9,canoptek_spyders,NA,X-pert Desperado,F1,FALSE
