player,loc,unit_id,unit_type,action,unit_name,prev_loc,passing_through
chris,A1,6,tyranid_warriors,move,Izabella Wade,A4,FALSE
chris,A4,13,ripper_swarms,move,Nick Bostrom,A2,FALSE
chris,A5,16,hive_guard,defend,Delilah Daniels,A5,FALSE
chris,A5,25,tyrannocyte,defend,Richard Bach,A5,FALSE
chris,A8,14,ripper_swarms,move,Natalia Graham,A6,FALSE
big_grizz,B1,1,ravenwing_talonmaster,move,Mighty Contender,B4,TRUE
big_grizz,B1,10,ravenwing_bike_squad,move,Frank Welker,B1,TRUE
big_grizz,B1,11,ravenwing_attack_bike,move,Jon Favreau,B1,TRUE
big_grizz,B1,12,ravenwing_attack_bike,move,Robert Downey,B1,TRUE
big_grizz,B1,16,ravenwing_apothecary,move,Don Cheadle,B1,TRUE
chris,B11,1,flying_hive_tryant,move,"The Chef, Man",A6,FALSE
chris,B11,17,maleceptor,move,Colton Hart,B9,FALSE
chris,B11,18,venomthropes,move,Tyler Huang,B9,FALSE
chris,B11,3,broodlord,sneak,Rob Cavallo,B9,FALSE
chris,B2,12,hormagaunts,control,Maya Guerra,B2,FALSE
chris,B2,5,neurothrope,defend,Violent Commander,B2,FALSE
chris,B2,23,biovores,defend,Chase Smith,B2,FALSE
chris,B2,7,tyranid_warriors,move,Piper Molina,A3,FALSE
chris,B2,21,gargoyles,move,Unlucky Wizard,B3,FALSE
chris,B2,4,broodlord,sneak,Narada Michael Walden,B8,FALSE
big_grizz,B3,1,ravenwing_talonmaster,move,Mighty Contender,B1,FALSE
big_grizz,B3,10,ravenwing_bike_squad,move,Frank Welker,B1,FALSE
big_grizz,B3,11,ravenwing_attack_bike,move,Jon Favreau,B1,FALSE
big_grizz,B3,12,ravenwing_attack_bike,move,Robert Downey,B1,FALSE
big_grizz,B3,16,ravenwing_apothecary,move,Don Cheadle,B1,FALSE
chris,B5,8,tyranid_warriors,move,Nora Harvey,A3,FALSE
chris,B7,11,termagants,control,Kinsley Ellis,B7,FALSE
chris,B7,22,exocrine,move,Brandon Williamson,B9,FALSE
chris,B9,15,ripper_swarms,control,Peter Dickinson,B9,FALSE
chris,B9,9,genestealers,sneak,Jaxson Hunter,A7,FALSE
big_grizz,C3,8,tactical_squad,move,Steven Francis,C5,FALSE
big_grizz,C3,20,eliminators,move,T Bone Burnett,C5,FALSE
big_grizz,C3,21,eradicators,move,Nova Morgan,C5,FALSE
big_grizz,C3,23,rhino,move,Bob Bergen,C5,FALSE
big_grizz,C3,4,phobos_librarian,sneak,"Marina A. Ledin, Victor Ledin",D4,FALSE
big_grizz,C3,15,invictor_tactical_warsuit,sneak,Larry Butler,C5,FALSE
big_grizz,C3,19,vindicare_assassin,sneak,Adam Abeshouse,C5,FALSE
big_grizz,C4,9,infiltrators,sneak,Nolan Barrett,F5,FALSE
big_grizz,C5,14,redemptor_dreadnought,reinforce,Lila Wang,C5,FALSE
big_grizz,D2,7,tactical_squad,control,William Lee,D2,FALSE
big_grizz,D4,2,deathwing_captain,control,Madan Gupta,D4,FALSE
big_grizz,D4,17,deathwing_terminators,control,John Pratt,D4,FALSE
big_grizz,D4,18,deathwing_knights,control,Morris West,D4,FALSE
chris,E1,24,biovores,move,Luna Wells,A8,FALSE
chris,E1,10,genestealers,sneak,Eli Washington,A8,FALSE
chris,E2,20,gargoyles,defend,Frank Sinatra,B11,FALSE
chris,E2,2,flying_hive_tryant,move,Andy Serkis,E1,FALSE
chris,E3,19,raveners,move,Drew Conway,B11,FALSE
eric,E4,20,canoptek_scarab_swarms,move,Ghostface Warrior,E3,FALSE
eric,E5,7,immortals,move,Max Brooks,E7,FALSE
eric,E5,14,deathmarks,sneak,Adam Stern,E5,FALSE
eric,F3,1,trazyn_the_infinite,move,Valerie Pacheco,E5,FALSE
eric,F3,2,illuminor_szeras,move,Silas Fowler,E5,FALSE
eric,F3,4,lychgaurd,move,Jayce Scott,E5,FALSE
eric,F3,5,skorpekh_destroyers,move,Paisley Dunn,E5,FALSE
eric,F3,6,canoptek_plasmacyte,move,Crazy Wanderer,E5,FALSE
eric,F3,9,canoptek_spyders,move,X-pert Desperado,E5,FALSE
eric,F3,11,cryptothralls,move,Eden Wolf,E5,FALSE
eric,F3,12,canoptek_scarab_swarms,move,The Magician,C3,FALSE
eric,F3,13,canoptek_wraiths,move,Paul Bettany,E5,FALSE
eric,F4,3,technomancer,move,Mario Bunge,E5,FALSE
eric,F4,8,canoptek_spyders,move,Thunderous Killah,E5,FALSE
eric,F4,10,cryptothralls,move,Parker Ruiz,E5,FALSE
eric,F7,27,canoptek_scarab_swarms,move,Tha Swami,F8,FALSE
eric,G10,25,immortals,move,Ayden Powell,G8,FALSE
eric,G7,21,canoptek_scarab_swarms,rejoin,Gentlemen Mastermind,NA,FALSE
eric,G9,19,immortals,move,Caden Ward,G6,FALSE
eric,H1,28,canoptek_scarab_swarms,move,Jack Lemmon,H3,FALSE
big_grizz,H3,3,techmarine,move,Joshua Shelton,H2,FALSE
big_grizz,H3,5,tactical_squad,move,Nicholas Mullins,H2,FALSE
big_grizz,H3,13,dreadnought,move,Nevaeh Fletcher,H2,FALSE
big_grizz,H3,22,storm_raven,move,Spencer Tracy,H2,FALSE
eric,H4,22,night_scythe,move,Hussain Zaidi Andrews,H5,FALSE
eric,H4,23,overlord,move,Landon Adkins,H5,FALSE
eric,H4,24,royal_warden,move,Cameron Mills,H5,FALSE
eric,H4,26,necron_warriors,move,Sydney Gibson,H5,FALSE
big_grizz,H5,6,tactical_squad,control,Isabelle Stevenson,H5,FALSE
eric,I4,18,necron_warriors,control,Carlos Guzman,I4,FALSE
eric,I4,17,royal_warden,move,Addison Watson,I3,FALSE
eric,I5,15,night_scythe,move,Richard Burton Sullivan,I4,FALSE
eric,I5,16,overlord,move,Jesse Kim,I4,FALSE
